Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
"Van derzee, Cornelius and Agnietje,  Farm",Albany,04/06/2005,04NR05321,-73.86225273945314,42.45488127528812,"(42.45488127528812, -73.86225273945314)"
Vanderzee House,Albany,01/11/2002,01NR01857,-73.87928804015823,42.4699780256149,"(42.4699780256149, -73.87928804015823)"
Van Ostrande-Radliff House,Albany,01/10/2008,06NR05622,-73.75192586486469,42.64736962982062,"(42.64736962982062, -73.75192586486469)"
Van Patten Barn Complex,Albany,11/10/1982,90NR01668,-73.96381572828315,42.72614081469203,"(42.72614081469203, -73.96381572828315)"
Van Schaick House,Albany,03/18/1971,90NR02830,-73.68669431063951,42.76798741705846,"(42.76798741705846, -73.68669431063951)"
Veeder Farmhouse #1,Albany,11/10/1982,90NR01696,-74.03164801125706,42.74342475582482,"(42.74342475582482, -74.03164801125706)"
Veeder Farmhouse #2,Albany,11/10/1982,90NR01697,-74.02451130505818,42.74224131276868,"(42.74224131276868, -74.02451130505818)"
Verdoy School,Albany,10/03/1985,90NR02796,-73.7772033098112,42.73268901657207,"(42.73268901657207, -73.7772033098112)"
Washington Avenue (10th Battalion) Armory,Albany,03/02/1995,95NR00783,-73.76244010447951,42.6570036764485,"(42.6570036764485, -73.76244010447951)"
Washington Park Historic District,Albany,06/19/1972,90NR02822,-73.77133010651731,42.6568486149921,"(42.6568486149921, -73.77133010651731)"
Washington Park Historic District (Boundary Increase),Albany,02/24/2015,14NR06582,-73.7678985897427,42.65859035904739,"(42.65859035904739, -73.7678985897427)"
Washington Park Historic District (Boundary Increase),Albany,02/24/2015,14NR06582,-73.76541857121195,42.65726354934139,"(42.65726354934139, -73.76541857121195)"
Watervliet Arsenal,Albany,11/13/1966,90NR02831,-73.7073192289143,42.71948675151228,"(42.71948675151228, -73.7073192289143)"
Watervliet Shaker Historic District,Albany,02/20/1973,90NR02797,-73.82028653599039,42.73959833344995,"(42.73959833344995, -73.82028653599039)"
Watervliet Side Cut Locks,Albany,08/12/1971,90NR02832,-73.69780175544716,42.73213036013461,"(42.73213036013461, -73.69780175544716)"
Wheeler Home,Albany,10/04/1979,90NR02800,-73.75325320205378,42.7130657515548,"(42.7130657515548, -73.75325320205378)"
Whipple Cast and Wrought Iron Bowstring Truss Bridge,Albany,03/18/1971,90NR01649,-73.80039771971732,42.63582364041323,"(42.63582364041323, -73.80039771971732)"
"White, Sidney, House",Albany,12/07/2005,05NR05472,-74.19910048851116,42.46897403802181,"(42.46897403802181, -74.19910048851116)"
Whitney Mansion,Albany,10/04/1979,90NR02801,-73.75326969691902,42.71406336027411,"(42.71406336027411, -73.75326969691902)"
"Willis, Alexander,  House",Albany,04/06/2004,03NR05187,-73.79631121970947,42.47531144987079,"(42.47531144987079, -73.79631121970947)"
Young Men's Christian Association Building,Albany,11/02/1978,90NR01650,-73.75168300981922,42.65189387178106,"(42.65189387178106, -73.75168300981922)"
Alfred Village Historic District,Allegany,09/11/1985,90NR00027,-77.78926693961525,42.2537093163017,"(42.2537093163017, -77.78926693961525)"
Alumni Hall,Allegany,09/12/1985,90NR00028,-77.78756445787869,42.2530935253744,"(42.2530935253744, -77.78756445787869)"
Angelica Park Circle Historic District,Allegany,01/31/1978,90NR00029,-78.0143393408763,42.3068190413951,"(42.3068190413951, -78.0143393408763)"
Belmont Free Library,Allegany,07/05/2003,02NR05034,-78.03550538361696,42.2236016603519,"(42.2236016603519, -78.03550538361696)"
Belmont Grange Hall No. 1243,Allegany,01/18/2006,01NR01768,-78.04001141033724,42.22571754185377,"(42.22571754185377, -78.04001141033724)"
Belmont Hotel,Allegany,12/03/2001,01NR01870,-78.03298431656933,42.22359080649954,"(42.22359080649954, -78.03298431656933)"
Belvidere,Allegany,03/16/1972,90NR00020,-78.04945376578199,42.26552997044497,"(42.26552997044497, -78.04945376578199)"
Bolivar Free Library,Allegany,07/05/2003,02NR05017,-78.1675776406425,42.06526119067615,"(42.06526119067615, -78.1675776406425)"
CANASERAGA FOUR CORNERS HISTORIC DISTRICT,Allegany,03/06/2002,02NR01898,-77.77730635759578,42.46138269163741,"(42.46138269163741, -77.77730635759578)"
Caneadea Bridge,Allegany,11/19/1998,98NR01331,-78.14933166964923,42.385074905967,"(42.385074905967, -78.14933166964923)"
Centerville Town Hall,Allegany,03/25/2009,08NR05902,-78.24995319082383,42.47890073999657,"(42.47890073999657, -78.24995319082383)"
Ceres School,Allegany,12/07/2010,10NR06143,-78.27274125859095,41.99925336096842,"(41.99925336096842, -78.27274125859095)"
Christ Episcopal Church,Allegany,05/17/1974,90NR00019,-78.06279881514769,42.25231748973422,"(42.25231748973422, -78.06279881514769)"
CUBA RURAL CEMETERY,Allegany,02/12/2015,14NR06596,-78.26992795969991,42.22193369086295,"(42.22193369086295, -78.26992795969991)"
Firemen's Hall,Allegany,03/18/1980,90NR00025,-77.79119416366623,42.25371111089419,"(42.25371111089419, -77.79119416366623)"
Friendship Free Library,Allegany,08/15/2008,07NR05829,-78.13541635267319,42.20688310395881,"(42.20688310395881, -78.13541635267319)"
Main Street Historic District,Allegany,02/05/1999,99NR01430,-78.27531025345395,42.21739021308155,"(42.21739021308155, -78.27531025345395)"
McKinney Stables of Empire City Farms,Allegany,08/12/1999,99NR01504,-78.27099759808176,42.20941200421355,"(42.20941200421355, -78.27099759808176)"
Old Allegany County Courthouse,Allegany,08/21/1972,90NR00030,-78.01546785843513,42.30530274467009,"(42.30530274467009, -78.01546785843513)"
Rail & Titsworth Canal Warehouse,Allegany,08/16/2000,00NR01635,-78.12591713476927,42.34266694806728,"(42.34266694806728, -78.12591713476927)"
South Street Historic District,Allegany,05/26/1988,90NR00031,-78.27509471887122,42.21391087613461,"(42.21391087613461, -78.27509471887122)"
"Steinheim, Allen, Museum",Allegany,06/04/1973,90NR00026,-77.78672859077817,42.25467307625811,"(42.25467307625811, -77.78672859077817)"
Terra Cotta Building,Allegany,03/16/1972,90NR00024,-77.78912213568302,42.25651837945658,"(42.25651837945658, -77.78912213568302)"
United States Post Office-Wellsville,Allegany,05/11/1989,90NR00022,-77.9486057451883,42.12338698210111,"(42.12338698210111, -77.9486057451883)"
"Van Campen, Moses, House",Allegany,04/16/2004,03NR05171,-77.99876040238458,42.30528862689185,"(42.30528862689185, -77.99876040238458)"
Wellman House,Allegany,06/20/1974,90NR00021,-78.13695056288906,42.20599083202439,"(42.20599083202439, -78.13695056288906)"
Wellsville Erie Depot,Allegany,08/27/1987,90NR00023,-77.94817078452098,42.12352140975386,"(42.12352140975386, -77.94817078452098)"
West Almond Churches,Allegany,08/02/2000,00NR01639,-77.88421508862922,42.29945042970117,"(42.29945042970117, -77.88421508862922)"
242nd Street - Van Cortlandt Park Station (IRT),Bronx,03/30/2005,04NR05307,-73.89856989533655,40.88920623306132,"(40.88920623306132, -73.89856989533655)"
48th Police Precinct Station,Bronx,05/06/1983,90NR00038,-73.89718116817926,40.84739549476923,"(40.84739549476923, -73.89718116817926)"
52nd Police Precinct Station House and Stable,Bronx,10/29/1982,90NR00065,-73.87966808321896,40.8690128025864,"(40.8690128025864, -73.87966808321896)"
Admiral David Glasgow Farragut Gravesite,Bronx,10/16/2012,12NR06333,-73.86741494057269,40.88955924746443,"(40.88955924746443, -73.86741494057269)"
Bartow-Pell Mansion and Carriage House,Bronx,12/30/1974,90NR00074,-73.80545015389568,40.87201928072318,"(40.87201928072318, -73.80545015389568)"
"Belden Street, House at 175",Bronx,06/03/1982,90NR00042,-73.7817502925219,40.83873231386716,"(40.83873231386716, -73.7817502925219)"
Bronx Borough Courthouse,Bronx,02/25/1982,90NR00032,-73.91006557853525,40.82282359974742,"(40.82282359974742, -73.91006557853525)"
Bronx Central Annex-U.S. Post Office,Bronx,05/06/1980,90NR00039,-73.92656453830331,40.81892265544548,"(40.81892265544548, -73.92656453830331)"
Bronx County Courthouse,Bronx,09/08/1983,90NR00051,-73.92379792934915,40.82630018619881,"(40.82630018619881, -73.92379792934915)"
"Casa Amadeo, antigua Casa Hernandez",Bronx,03/23/2001,00NR01717,-73.9014399408041,40.81916632175193,"(40.81916632175193, -73.9014399408041)"
Chevra Linas Hazedek Synagogue,Bronx,11/19/2014,14NR06581,-73.87711750920917,40.82669548521484,"(40.82669548521484, -73.87711750920917)"
Christ Church Complex,Bronx,09/08/1983,90NR00052,-73.90635673206948,40.89904646815499,"(40.89904646815499, -73.90635673206948)"
"Colgate, Robert, House",Bronx,09/08/1983,90NR00053,-73.91279338026911,40.90163297255744,"(40.90163297255744, -73.91279338026911)"
Concourse Yard Entry Buildings (IND),Bronx,02/09/2006,05NR05429,-73.88890639802503,40.87630867163837,"(40.87630867163837, -73.88890639802503)"
Concourse Yard Substation (IND),Bronx,02/09/2006,05NR05425,-73.88880768575171,40.87526494786323,"(40.87526494786323, -73.88880768575171)"
C. Rieger's Sons Factory,Bronx,05/27/2004,03NR05200,-73.9163830274832,40.81438595664492,"(40.81438595664492, -73.9163830274832)"
Crotona Play Center,Bronx,04/28/2015,14NR06619,-73.89765767053856,40.83984845112987,"(40.83984845112987, -73.89765767053856)"
"Dodge, William E., House",Bronx,08/29/1977,90NR00049,-73.91327084023253,40.89490745579933,"(40.89490745579933, -73.91327084023253)"
Dollar Savings Bank,Bronx,04/27/2011,10NR06191,-73.91895863753997,40.81506885479104,"(40.81506885479104, -73.91895863753997)"
Edgehill Church of Spuyten Duyvil,Bronx,10/29/1982,90NR00066,-73.92044037985502,40.88030589568252,"(40.88030589568252, -73.92044037985502)"
Eighth Regiment Armory (Kingsbridge Armory),Bronx,12/21/1982,90NR00071,-73.89825145155149,40.86847842655114,"(40.86847842655114, -73.89825145155149)"
Fonthill Castle and the Administration Building of the College of,Bronx,07/11/1980,90NR00045,-73.90926323835775,40.91397240526027,"(40.91397240526027, -73.90926323835775)"
Fort Independence Historic District,Bronx,08/23/2016,16NR00024,-73.8968462672582,40.88209334378568,"(40.88209334378568, -73.8968462672582)"
Fort Schuyler,Bronx,06/29/1976,90NR00044,-73.79261124770038,40.80565576695435,"(40.80565576695435, -73.79261124770038)"
Grace Episcopal Church,Bronx,09/13/2006,06NR05589,-73.78383111141845,40.84097891596132,"(40.84097891596132, -73.78383111141845)"
Grand Concourse Historic District,Bronx,08/24/1987,90NR00048,-73.91838286146029,40.83326654527546,"(40.83326654527546, -73.91838286146029)"
Hall of Fame Complex,Bronx,09/07/1979,90NR00050,-73.91397902439182,40.85875123011919,"(40.85875123011919, -73.91397902439182)"
Hertlein and Schlatter Silk Trimmings Factory,Bronx,02/05/2001,00NR01719,-73.91594340276295,40.81423949963855,"(40.81423949963855, -73.91594340276295)"
High Bridge Aqueduct and Water Tower,Bronx,12/04/1972,90NR00923,-73.93259327949875,40.84245935689691,"(40.84245935689691, -73.93259327949875)"
High Pumping Station,Bronx,11/10/1983,90NR00068,-73.88676297912956,40.87831169953878,"(40.87831169953878, -73.88676297912956)"
Jackson Avenue Subway Station (IRT),Bronx,09/17/2004,04NR05284,-73.9078164962028,40.81650513059279,"(40.81650513059279, -73.9078164962028)"
Jerome Park Reservoir,Bronx,09/07/2000,99NR01517,-73.89506961342524,40.87823275678011,"(40.87823275678011, -73.89506961342524)"
"Keeper's House, Williamsbridge Reservoir",Bronx,09/24/1999,99NR01459,-73.87569841540201,40.87901115111658,"(40.87901115111658, -73.87569841540201)"
Lisanti Chapel,Bronx,01/11/2002,01NR01803,-73.86289514447576,40.88005265461437,"(40.88005265461437, -73.86289514447576)"
Longwood Historic District,Bronx,09/26/1983,90NR00060,-73.89962381679418,40.81677291932552,"(40.81677291932552, -73.89962381679418)"
Lorillard Snuff Mill,Bronx,12/22/1977,90NR00072,-73.87658329099118,40.85993964040838,"(40.85993964040838, -73.87658329099118)"
Morris High School Historic District,Bronx,09/15/1983,90NR00057,-73.90341461207174,40.82747259832029,"(40.82747259832029, -73.90341461207174)"
Morris Park Station (IRT),Bronx,07/06/2005,04NR05374,-73.86045733418695,40.85441335417299,"(40.85441335417299, -73.86045733418695)"
Mott Avenue Control House,Bronx,05/06/1980,90NR00040,-73.92762880116649,40.81848404568031,"(40.81848404568031, -73.92762880116649)"
Mott Haven Historic District,Bronx,03/25/1980,90NR00035,-73.92340631329263,40.81046720759257,"(40.81046720759257, -73.92340631329263)"
New York Botanical Garden,Bronx,05/28/1967,90NR00041,-73.87724115961309,40.86228537374156,"(40.86228537374156, -73.87724115961309)"
"New York, Westchester and Boston Railroad Administration Building",Bronx,04/23/1980,90NR00037,-73.87290758517287,40.84142664392085,"(40.84142664392085, -73.87290758517287)"
Park Plaza Apartments,Bronx,06/03/1982,90NR00043,-73.92664853707059,40.83179798535129,"(40.83179798535129, -73.92664853707059)"
Pelham Parkway Station (Dual System IRT),Bronx,03/30/2005,04NR05310,-73.86759771090207,40.85720397075928,"(40.85720397075928, -73.86759771090207)"
Poe Cottage,Bronx,08/19/1980,90NR00047,-73.89461320368389,40.86481127976273,"(40.86481127976273, -73.89461320368389)"
Port Morris Ferry Bridges,Bronx,02/05/2014,13NR06490,-73.90834473343764,40.79942573151352,"(40.79942573151352, -73.90834473343764)"
Prospect Avenue Subway Station (IRT),Bronx,09/17/2004,04NR05283,-73.90167481431827,40.81963924087819,"(40.81963924087819, -73.90167481431827)"
Public School 11,Bronx,09/08/1983,90NR00054,-73.92594291760145,40.83977925301736,"(40.83977925301736, -73.92594291760145)"
Public School 15,Bronx,12/10/1981,90NR00070,-73.83061809690398,40.89094423682845,"(40.89094423682845, -73.83061809690398)"
Public School 17,Bronx,09/27/1984,90NR00062,-73.78435804609614,40.84712151271055,"(40.84712151271055, -73.78435804609614)"
Rainey Memorial Gates,Bronx,03/16/1972,90NR00033,-73.87746096748164,40.85500016866012,"(40.85500016866012, -73.87746096748164)"
Reformed Church of Melrose,Bronx,05/15/2017,17NR00002,-73.91362451684134,40.8204703415802,"(40.8204703415802, -73.91362451684134)"
Riverdale Presbyterian Church Complex,Bronx,10/14/1982,90NR00064,-73.90894652562625,40.89587001081858,"(40.89587001081858, -73.90894652562625)"
"Riverdale, Spuyten Duyvil, Kingsbridge Memorial Bell Tower",Bronx,01/03/2012,11NR06255,-73.90838355862421,40.88926543134163,"(40.88926543134163, -73.90838355862421)"
Saxe Embroidery Company Building,Bronx,02/02/2018,17NR00086,-73.90864895599343,40.82584637490875,"(40.82584637490875, -73.90864895599343)"
Simpson Street Subway Station and Substation #18 (IRT),Bronx,09/17/2004,04NR05285,-73.89308984332003,40.82408652200255,"(40.82408652200255, -73.89308984332003)"
"Spaulding, Henry F., Coachman's House",Bronx,11/04/1982,90NR00067,-73.91066678951388,40.89843893626281,"(40.89843893626281, -73.91066678951388)"
St. Ann's Church Complex,Bronx,04/16/1980,90NR00036,-73.91734937398043,40.80844986422532,"(40.80844986422532, -73.91734937398043)"
St. Anselm's Roman Catholic Church Complex,Bronx,02/05/2014,13NR06497,-73.90564535260272,40.81619953545511,"(40.81619953545511, -73.90564535260272)"
St. James' Episcopal Church and Parish House,Bronx,09/30/1982,90NR00063,-73.89953695958768,40.86404499593028,"(40.86404499593028, -73.89953695958768)"
"St. Peter's Church, Chapel and Cemetery Complex",Bronx,09/30/1983,90NR00061,-73.84391673570883,40.83832439932585,"(40.83832439932585, -73.84391673570883)"
St. Stephen's United Methodist Church,Bronx,02/08/2012,11NR06263,-73.9090386280957,40.87691914540321,"(40.87691914540321, -73.9090386280957)"
Sunnyslope,Bronx,09/15/1983,90NR00058,-73.88685220878673,40.81717314961016,"(40.81717314961016, -73.88685220878673)"
Tremont Baptist Church,Bronx,10/16/2009,08NR05908,-73.90232474722295,40.84822497077121,"(40.84822497077121, -73.90232474722295)"
United States Post Office-Morrisania,Bronx,11/17/1988,90NR00069,-73.9089035888506,40.82992511885706,"(40.82992511885706, -73.9089035888506)"
United Workers' Cooperatives,Bronx,09/11/1986,90NR00056,-73.86977702557799,40.86666345297117,"(40.86666345297117, -73.86977702557799)"
Valentine-Varian House,Bronx,03/21/1978,90NR00034,-73.87944145893402,40.87736390747953,"(40.87736390747953, -73.87944145893402)"
"Van Cortlandt, Frederick, House",Bronx,12/24/1967,90NR00073,-73.8913003372903,40.89461363354788,"(40.89461363354788, -73.8913003372903)"
Washington Bridge,Bronx,09/22/1983,90NR00059,-73.92752006099967,40.84659852790424,"(40.84659852790424, -73.92752006099967)"
Wave Hill,Bronx,09/09/1983,90NR00055,-73.91243715783477,40.89889578262297,"(40.89889578262297, -73.91243715783477)"
Westchester Square Station (Dual System IRT),Bronx,03/30/2005,04NR05308,-73.84300584580737,40.83987473375295,"(40.83987473375295, -73.84300584580737)"
Williamsbridge Oval Park,Bronx,05/14/2015,15NR00019,-73.87738712955854,40.87763574512938,"(40.87763574512938, -73.87738712955854)"
"Woodlawn Cemetery, The",Bronx,06/23/2011,08NR05907,-73.87250285371319,40.88958561630649,"(40.88958561630649, -73.87250285371319)"
Woodlawn Station (IRT),Bronx,07/06/2005,04NR05373,-73.87878278901488,40.88604405412029,"(40.88604405412029, -73.87878278901488)"
Ansco Company Charles Street Factory Buildings,Broome,08/22/2012,12NR06351,-75.92903559805657,42.10710001776518,"(42.10710001776518, -75.92903559805657)"
Ansco Company Charles Street Factory Buildings,Broome,08/22/2012,12NR06351,-75.92857712847828,42.10735146887789,"(42.10735146887789, -75.92857712847828)"
Ansco Company Charles Street Factory Buildings,Broome,08/22/2012,12NR06351,-75.93104148128877,42.10677001374099,"(42.10677001374099, -75.93104148128877)"
"Bennett, Abel, Tract Historic District",Broome,02/19/2008,07NR05776,-75.9310346648724,42.09555355550363,"(42.09555355550363, -75.9310346648724)"
